,logFC,AveExpr,t,P.Value,adj.P.Val,B,Score,ABSScore
IGLON5,0.079939067,4.190405936,1.303307562,0.192696185,0.31242251,-4.783662634,0.040389828,0.040389828
TRPM5,0.100000206,2.988508522,1.268076871,0.204993254,0.327408255,-4.783877108,0.048491137,0.048491137
PCDHA1,-0.122260225,4.804695112,-1.408246657,0.159292616,0.27098291,-4.783924291,-0.069328651,0.069328651
NKAPL,-0.052859699,4.485824709,-1.339048066,0.180784677,0.297966887,-4.784009634,-0.027795321,0.027795321
EFHA2,-0.051972292,5.160123053,-1.554048838,0.120411559,0.218945243,-4.78444969,-0.034284275,0.034284275
MAML2,0.037117138,5.940807531,2.067848332,0.038847995,0.090277652,-4.784449854,0.038765872,0.038765872
CLMN,-0.022851879,6.362265098,-2.299173433,0.02165004,0.056780619,-4.784477906,-0.028468867,0.028468867
TFAP2D,0.031877617,1.976214723,1.254988726,0.20970414,0.333017805,-4.784731512,0.0152226,0.0152226
MADCAM1,-0.093465826,3.440264691,-1.275652346,0.202302017,0.324322587,-4.784894692,-0.04570692,0.04570692
DEFB104A,0.009969739,1.929470599,1.255171894,0.209637674,0.332981804,-4.784949002,0.004761343,0.004761343
BUD31,0.01434986,6.344647169,2.301591712,0.021512732,0.056480584,-4.785035553,0.017910072,0.017910072
TTTY15,0.050182626,2.035720398,1.254311271,0.209950098,0.333301062,-4.785043607,0.023945307,0.023945307
KCNQ1OT1,-0.04090459,5.726930818,-1.871283342,0.061526026,0.130022185,-4.785354477,-0.036240752,0.036240752
MED27,0.014737525,6.019690382,2.11348916,0.034745415,0.082712203,-4.785422469,0.015952345,0.015952345
ABHD11,0.021957582,6.30016759,2.284614353,0.022492943,0.058424191,-4.785748902,0.027082642,0.027082642
FAM71E2,0.110915227,2.88647482,1.263124325,0.206766709,0.329647164,-4.786568253,0.053455666,0.053455666
ZNF567,0.018921667,5.87189114,2.003608968,0.045315248,0.102246998,-4.786655585,0.018739062,0.018739062
PPP2R2C,0.108711778,5.608300239,1.85625026,0.06363974,0.133428346,-4.786756463,0.095095834,0.095095834
C6orf163,0.048293286,4.476043562,1.348794519,0.17763343,0.294043253,-4.787148597,0.025672169,0.025672169
CYP2D7P1,0.065203626,4.558095063,1.371236036,0.170533555,0.285331612,-4.787248119,0.035513162,0.035513162
ATP4B,0.071735315,2.385118613,1.253020354,0.210419361,0.333884796,-4.7874547,0.034174945,0.034174945
PCDHGB6,-0.051875441,5.35959371,-1.645883419,0.100024908,0.189184025,-4.788009972,-0.037511937,0.037511937
GPR26,0.127131515,3.904353224,1.277891181,0.201511613,0.323445079,-4.78809949,0.062319799,0.062319799
GJC2,-0.043511518,5.202213339,-1.571499041,0.116305508,0.212991008,-4.78832106,-0.029224021,0.029224021
MUC15,0.132759333,4.875302898,1.485472525,0.137656553,0.242176287,-4.788638356,0.081762276,0.081762276
CLYBL,-0.030341024,5.617269814,-1.801910152,0.071786747,0.146174624,-4.788738959,-0.025338639,0.025338639
EDIL3,-0.076016757,5.802748425,-1.905037355,0.05699152,0.122363962,-4.789017438,-0.069353619,0.069353619
CRYBA4,-0.087568471,2.770200348,-1.255097719,0.209664588,0.332981804,-4.789391583,-0.041820906,0.041820906
CT47A1,0.009967396,1.929470599,1.250236229,0.211434006,0.335090452,-4.789945649,0.004732898,0.004732898
FAM90A1,0.075733608,4.879618739,1.470712122,0.141606398,0.247337838,-4.789967363,0.045948295,0.045948295
LOC392196,-0.048154569,2.120342814,-1.248805364,0.211956845,0.335730248,-4.790538687,-0.022825725,0.022825725
TMEM136,-0.020900739,5.857688342,-1.970101314,0.049034719,0.108809746,-4.791705895,-0.020134355,0.020134355
C20orf56,0.055113345,2.106373996,1.24709479,0.212583117,0.336533065,-4.792146962,0.026067083,0.026067083
GPR3,0.046578891,4.970247294,1.496110815,0.134862904,0.238644549,-4.792281835,0.028983644,0.028983644
SI,0.032621854,1.994189761,1.247123144,0.212572726,0.336533065,-4.792565665,0.015429232,0.015429232
EFHA1,-0.015238685,6.270664709,-2.256542959,0.024199031,0.061901945,-4.79288236,-0.018412838,0.018412838
PRPF19,0.01253092,6.54103408,2.366483357,0.018101131,0.049186091,-4.793147833,0.01639242,0.01639242
DKKL1,0.09309908,4.222096027,1.300055314,0.193808098,0.313709564,-4.793406749,0.046872802,0.046872802
MGC26647,-0.055686238,2.174253896,-1.245708861,0.213091511,0.337202572,-4.793550257,-0.026289981,0.026289981
TIMD4,0.095336625,4.109077446,1.285788595,0.198741496,0.320092759,-4.793715391,0.047165331,0.047165331
METTL2A,0.016944132,6.164049597,2.20870977,0.027365466,0.068327064,-4.793893954,0.019746814,0.019746814
GGPS1,-0.01503429,6.38072116,-2.304328918,0.021358231,0.056192845,-4.794260781,-0.018797658,0.018797658
KRT36,0.081075741,2.975281178,1.256940719,0.208996612,0.332241955,-4.794652732,0.038798433,0.038798433
SLC25A41,-0.092436045,3.545942621,-1.268279989,0.204920757,0.327345476,-4.795254619,-0.044830896,0.044830896
AGMAT,0.038075316,5.363382211,1.674120981,0.094342816,0.180864228,-4.795429738,0.028276531,0.028276531
ALDH3A2,-0.02324277,6.382575984,-2.302240743,0.021476009,0.056414208,-4.795623452,-0.02902119,0.02902119
SMARCA4,0.013164501,6.5420388,2.365771304,0.018135829,0.049267213,-4.795824574,0.017211822,0.017211822
FAM117A,-0.021511482,6.062645725,-2.122607252,0.033971794,0.081292447,-4.796630383,-0.023446435,0.023446435
ZBTB49,-0.015995356,5.733928463,-1.880739952,0.060226448,0.127988129,-4.797135486,-0.014281139,0.014281139
NGF,-0.059574782,4.61545547,-1.356398714,0.175203398,0.291243264,-4.79736934,-0.031916839,0.031916839
OR10A3,0.054795015,2.167892547,1.241759546,0.214545038,0.338985972,-4.797514622,0.0257437,0.0257437
TRIM25,0.017419484,6.334193872,2.292726559,0.022019827,0.05755149,-4.797710665,0.021599174,0.021599174
PXMP4,-0.039476034,6.201998155,-2.207410688,0.027456233,0.06850167,-4.79775722,-0.045961901,0.045961901
LGALS7,-0.117378775,3.995598356,-1.266136726,0.205686676,0.328356239,-4.797973384,-0.056770799,0.056770799
KLRA1,-0.040403013,5.299037933,-1.612544946,0.107081528,0.199469556,-4.798043438,-0.028287094,0.028287094
SLC39A2,0.090014293,4.471655831,1.344737538,0.178940132,0.295734738,-4.798112519,0.047626351,0.047626351
PITX1,0.082517765,6.001591272,2.126726232,0.033627184,0.080604715,-4.79839706,0.090244692,0.090244692
SMARCC1,0.014415924,6.542799611,2.365234315,0.018162035,0.049324816,-4.798575842,0.018840669,0.018840669
CCDC129,0.125638466,3.67885667,1.267460231,0.205213462,0.327706892,-4.798689348,0.060873649,0.060873649
DEFB103B,0.037024249,1.995483847,1.240779969,0.214906672,0.339502971,-4.798916314,0.017370164,0.017370164
METRN,-0.053331748,6.085437285,-2.120962429,0.034110249,0.081574279,-4.799134073,-0.058048768,0.058048768
LPAR2,0.019132644,6.114148311,2.175726013,0.02975198,0.073192543,-4.799374545,0.021725752,0.021725752
SMAD3,-0.019013802,6.321042677,-2.275855136,0.023013703,0.059487,-4.799888963,-0.023302896,0.023302896
KRTAP6-2,0.009977508,1.929470599,1.240354387,0.215063922,0.339642583,-4.799890585,0.00467923,0.00467923
ASFMR1,0.080061201,2.991347333,1.251954403,0.210807418,0.33425399,-4.8001505,0.038102999,0.038102999
KLK4,-0.103707393,5.1665559,-1.532247189,0.125700144,0.226163946,-4.800165369,-0.066951069,0.066951069
NAPSA,-0.067025587,4.325702923,-1.293440468,0.196084188,0.316640247,-4.800277679,-0.033474849,0.033474849
RFPL1S,-0.057880858,4.914695632,-1.44472716,0.148770955,0.256647462,-4.800777156,-0.034188083,0.034188083
ITGA2,-0.035508571,6.235006189,-2.226347601,0.026158513,0.065905599,-4.801690707,-0.041938381,0.041938381
SUN5,0.009978359,1.929470599,1.238528704,0.215739445,0.340273513,-4.801719312,0.004671587,0.004671587
GPR109A,-0.046781564,5.405857615,-1.663315948,0.096485675,0.184042157,-4.801765744,-0.034388318,0.034388318
AOX1,-0.055071138,5.69639947,-1.836403962,0.06652184,0.137960602,-4.801771868,-0.047374667,0.047374667
FANCG,0.017989162,6.105618763,2.168049693,0.030332421,0.074231638,-4.801854549,0.020317157,0.020317157
TNNI2,0.074669964,4.632323097,1.381438053,0.167377195,0.2810757,-4.801874235,0.041156345,0.041156345
HIST3H2BB,0.095700353,4.224774499,1.292614051,0.196369921,0.316997847,-4.8021096,0.047749087,0.047749087
RFX7,-0.018226018,6.184600908,-2.203863933,0.027705373,0.06904466,-4.802543935,-0.021158036,0.021158036
TMEM11,0.017259288,6.127284497,2.181603848,0.029314019,0.072326762,-4.803316664,0.019687687,0.019687687
ZNF157,0.093036919,3.34559581,1.258300051,0.208504927,0.331647422,-4.803655334,0.04459477,0.04459477
KLK2,-0.104738002,3.582234685,-1.260626471,0.207665383,0.330658677,-4.803807458,-0.050339186,0.050339186
BZRAP1,-0.044060599,6.000984914,-2.060929127,0.039504576,0.091506183,-4.803850159,-0.045759115,0.045759115
C6orf10,0.044124805,2.065473741,1.235405883,0.216898468,0.341742712,-4.803961014,0.020575429,0.020575429
CBWD5,-0.127291192,3.276286572,-1.252190999,0.210721241,0.334233895,-4.803990875,-0.060584181,0.060584181
PPP3R2,0.054399502,2.198580146,1.235010303,0.217045605,0.341923534,-4.804322767,0.025354031,0.025354031
HOXA13,-0.100398943,3.626788057,-1.260820545,0.207595458,0.330620399,-4.804548934,-0.048258795,0.048258795
DCAF12L1,-0.080501272,2.318105977,-1.234403064,0.21727161,0.342224907,-4.80503661,-0.037488508,0.037488508
RABGGTB,0.015360578,6.298560009,2.273610967,0.023148801,0.05974226,-4.805144664,0.018797021,0.018797021
ZNF350,-0.021084844,6.039527532,-2.101615277,0.03577539,0.084683735,-4.805199669,-0.02260717,0.02260717
PRRG3,-0.094079432,3.232104086,-1.250045892,0.211503501,0.335173662,-4.805553887,-0.04466234,0.04466234
LOC25845,0.016849226,6.084164828,2.150903804,0.031664166,0.076833026,-4.805905647,0.018777654,0.018777654
TEKT4,-0.079980937,4.248339543,-1.276769574,0.201907306,0.323816701,-4.806072192,-0.039166725,0.039166725
PNLIP,-0.05401624,2.09433859,-1.233418954,0.21763824,0.342665571,-4.806077672,-0.025124548,0.025124548
GRIK5,-0.060163326,5.007897744,-1.474258462,0.140649541,0.24621159,-4.80616636,-0.036620905,0.036620905
B3GNT6,-0.070106852,2.274465541,-1.232811072,0.217864928,0.342940365,-4.806508543,-0.032584361,0.032584361
PIP5K1P1,-0.064141524,3.598631879,-1.258742208,0.208345175,0.331446775,-4.806665049,-0.03076139,0.03076139
CYP2J2,0.057121354,5.829904036,1.979338309,0.047984623,0.107045542,-4.806754516,0.055432357,0.055432357
HARS2,-0.012650771,6.278762904,-2.254935188,0.02430006,0.062112049,-4.806994779,-0.015267256,0.015267256
HAL,0.089224358,3.877613619,1.256143916,0.209285215,0.332593528,-4.807718953,0.042656935,0.042656935
PCA3,0.048938587,2.098925191,1.231299229,0.218429454,0.343719265,-4.807969364,0.022697527,0.022697527
UTS2D,0.077956686,3.561958112,1.258096303,0.208578571,0.331707978,-4.808226264,0.037360281,0.037360281
LSM7,0.02212633,6.139455891,2.188677718,0.028794313,0.071298998,-4.80899234,0.025377054,0.025377054
LCE2A,0.033780214,1.985742272,1.229851947,0.218970859,0.344406362,-4.809894014,0.015637835,0.015637835
ZNF679,0.044280854,2.023378909,1.228977694,0.219298369,0.344756542,-4.810519672,0.020479341,0.020479341
SOX21,0.094913844,2.931511425,1.240300051,0.215084005,0.339647106,-4.810670251,0.044511943,0.044511943
ANP32C,0.064997782,3.712648455,1.256082105,0.209307615,0.33260056,-4.810700559,0.031073946,0.031073946
TIMM17B,0.018307471,6.245163793,2.246201546,0.024855278,0.063268856,-4.810951732,0.02194718,0.02194718
OR9G9,0.015302193,1.938970727,1.228602093,0.219439184,0.344885177,-4.811540956,0.007074593,0.007074593
HYMAI,0.091008766,3.095133556,1.243031914,0.214075969,0.338434599,-4.812253035,0.042821922,0.042821922
PCDH12,-0.021545398,6.067686369,-2.117969203,0.034363446,0.082000842,-4.812430889,-0.023402217,0.023402217
ZNF479,0.035772273,1.997822835,1.227054413,0.220020103,0.345510131,-4.812589495,0.016510307,0.016510307
ADAM3A,0.022662797,1.954982462,1.227095076,0.220004826,0.345510131,-4.812891173,0.010459769,0.010459769
HOXC6,-0.026907369,5.941506004,-2.020452661,0.043537302,0.098948413,-4.813145299,-0.027030906,0.027030906
SLCO1B3,0.069130412,2.206354475,1.224768681,0.220880067,0.346469927,-4.814550727,0.031823111,0.031823111
CD40LG,0.07823249,4.914971108,1.467601429,0.142449826,0.248502947,-4.814772434,0.047304719,0.047304719
CASP8AP2,0.022397895,6.144053392,2.189245337,0.028752957,0.071214475,-4.815418005,0.025700055,0.025700055
ZSCAN5A,0.023272022,5.592400592,1.793200995,0.073168769,0.148010868,-4.815491462,0.019308946,0.019308946
FAM173A,-0.032714416,5.873041494,-1.96325049,0.04982596,0.110119558,-4.8155446,-0.031344845,0.031344845
RSPH9,-0.075569159,4.343824732,-1.28106239,0.200395904,0.322073592,-4.81564389,-0.037183418,0.037183418
CRYBA2,0.095912171,2.685112091,1.229635712,0.219051831,0.344506248,-4.815715836,0.044388431,0.044388431
NDRG3,0.013546553,6.348353206,2.289348695,0.022215766,0.057848975,-4.815902201,0.016766627,0.016766627
ALAS2,-0.076575607,2.502187012,-1.223409292,0.221392655,0.34704826,-4.817301761,-0.035194925,0.035194925
EFCAB3,0.082235094,3.024958425,1.235706826,0.21678658,0.341651908,-4.817555614,0.038355776,0.038355776
OR14I1,-0.026233962,1.973354938,-1.222066165,0.221899948,0.347655003,-4.817965668,-0.012037493,0.012037493
ATG10,-0.017476267,5.747920941,-1.878073458,0.060590564,0.128510632,-4.818158766,-0.015572419,0.015572419
D4S234E,-0.068073853,5.065484085,-1.486342958,0.13742631,0.241968599,-4.818352126,-0.041949899,0.041949899
UCKL1,0.017648101,6.190412826,2.212760569,0.027084095,0.067753174,-4.819245202,0.020631872,0.020631872
HTR1A,-0.038993006,2.041659181,-1.219161767,0.222999776,0.349045436,-4.820421375,-0.017824406,0.017824406
ERGIC2,0.015533789,6.278129269,2.257426591,0.024143662,0.061792361,-4.820568921,0.018781364,0.018781364
CD3E,0.053002359,5.878731147,2.010425879,0.044588437,0.100930333,-4.82116234,0.052789199,0.052789199
LOC121952,-0.081259678,3.199075252,-1.233858238,0.21747453,0.342496837,-4.821268198,-0.037813658,0.037813658
KCNK17,0.079553033,4.597967936,1.355520145,0.175482882,0.291482892,-4.822076548,0.042591654,0.042591654
GTF2H2B,-0.074081476,5.624792412,-1.767639115,0.077351362,0.154545355,-4.82235014,-0.060075931,0.060075931
REL,-0.043448486,5.732100439,-1.85344498,0.064040749,0.134041147,-4.822456093,-0.037920181,0.037920181
MED12L,-0.072998593,4.950354738,-1.436065019,0.151219866,0.259713702,-4.823476931,-0.042741051,0.042741051
FBLN1,-0.025404649,6.52712275,-2.34090277,0.019384809,0.052001273,-4.823557593,-0.032619214,0.032619214
GLTPD2,-0.052019009,2.154568116,-1.215499549,0.224392132,0.350813899,-4.823602643,-0.023664655,0.023664655
MMP26,-0.045252895,2.043097479,-1.215290235,0.2244719,0.350876316,-4.824246436,-0.020583096,0.020583096
LOC400891,0.079423804,2.46666004,1.217013033,0.223815961,0.350045182,-4.824403539,0.036207398,0.036207398
GMPPB,-0.018329911,6.112302997,-2.145649738,0.032082176,0.077631381,-4.824558623,-0.020345518,0.020345518
MAP1LC3B,0.01237254,6.403785356,2.306151651,0.021255885,0.056006715,-4.82517424,0.015487449,0.015487449
ANO8,-0.021419234,6.037334411,-2.090277916,0.036783042,0.086467109,-4.82526877,-0.022771839,0.022771839
CAMP,0.10168303,4.522205922,1.335507679,0.181939594,0.299337601,-4.825577854,0.053265509,0.053265509
ZCCHC5,-0.073468618,4.049118912,-1.241598816,0.214604345,0.33905252,-4.825709901,-0.034510636,0.034510636
FAM158A,0.023238902,5.90207293,2.00825298,0.044819032,0.101323611,-4.825918889,0.023106192,0.023106192
CPSF4,0.01630522,6.130930665,2.173219868,0.029940421,0.073517452,-4.82608977,0.018483753,0.018483753
SLN,0.090517963,3.736730214,1.240082055,0.215164591,0.339719968,-4.82650478,0.042441965,0.042441965
PPM1K,0.03472821,5.920169216,2.028974669,0.042660463,0.097368285,-4.827199646,0.035130449,0.035130449
LAMA5,-0.0198975,6.453955234,-2.315287829,0.02074931,0.054914817,-4.828002606,-0.025077027,0.025077027
CD40,0.024981494,5.96548723,2.057719184,0.039812364,0.092085946,-4.828710621,0.025875997,0.025875997
C11orf49,-0.018528504,6.159213254,-2.174863674,0.029816705,0.073296923,-4.828921673,-0.021028263,0.021028263
ZNF17,-0.016526039,5.85739325,-1.953099692,0.05101802,0.112213476,-4.829296202,-0.015698993,0.015698993
LOC100128023,0.046186687,2.114993747,1.208957421,0.226894875,0.353906486,-4.829966815,0.020835345,0.020835345
UBQLNL,-0.058710637,4.602870137,-1.325486247,0.185238403,0.303222199,-4.83001906,-0.030426142,0.030426142
DPY19L3,-0.029938938,6.101873833,-2.130683924,0.033298892,0.080002514,-4.830759785,-0.032839912,0.032839912
FILIP1,-0.034272827,5.578504599,-1.751539094,0.080084431,0.158904075,-4.830775319,-0.027379361,0.027379361
H1FOO,0.030794498,1.995643942,1.208255567,0.227164554,0.354215086,-4.831114424,0.013880095,0.013880095
KCNN1,0.068008756,4.261421602,1.268462284,0.204855708,0.327321089,-4.831116789,0.032986016,0.032986016
SRRM4,0.087675311,2.650879226,1.213171192,0.22528059,0.351973751,-4.831243866,0.039759853,0.039759853
PARP6,0.015970502,6.272837049,2.250065368,0.024608304,0.06276979,-4.831823881,0.019200525,0.019200525
SLC37A2,-0.029749528,6.020575508,-2.06993797,0.038651538,0.089884649,-4.831885358,-0.031127361,0.031127361
LOC100128842,-0.040673722,5.19007329,-1.536802136,0.124580502,0.224559116,-4.832125088,-0.026383795,0.026383795
PRR5L,-0.024290832,5.891383017,-1.973326588,0.048665885,0.108222613,-4.832298252,-0.023457219,0.023457219
TMIGD1,0.031302738,1.984078835,1.20683445,0.227711302,0.354787159,-4.832572201,0.014087237,0.014087237
ZFP92,-0.088379474,3.614089743,-1.233350582,0.217663728,0.34267835,-4.832615397,-0.041106472,0.041106472
PTPRR,-0.062931646,4.685536217,-1.344625448,0.178976336,0.29576306,-4.832633278,-0.033294369,0.033294369
PRDXDD1P,-0.035169562,5.207609116,-1.546130977,0.122311717,0.221440902,-4.83270439,-0.023026995,0.023026995
CD2,0.048077944,5.900860608,2.0188602,0.043702831,0.099255997,-4.832893714,0.048233872,0.048233872
FBXL15,-0.028447273,5.861394735,-1.947281969,0.05171194,0.11338573,-4.833305934,-0.026895235,0.026895235
CHST5,0.067513222,4.274326401,1.268306367,0.204911344,0.327345476,-4.833366517,0.032743485,0.032743485
SP140,0.042276764,5.574477133,1.779511579,0.075385074,0.151499804,-4.833408597,0.034649525,0.034649525
SLC4A7,-0.02831126,6.276169239,-2.236984385,0.025453132,0.064515938,-4.833412545,-0.033699827,0.033699827
TDGF3,-0.071337632,2.456936189,-1.206424784,0.227869087,0.355004955,-4.833563511,-0.032085212,0.032085212
KRT74,0.066073648,2.285623286,1.205481766,0.228232592,0.355413096,-4.833846135,0.029684681,0.029684681
EDA,-0.037796265,5.494432798,-1.695261632,0.090260733,0.17473677,-4.834381069,-0.028635043,0.028635043
CKMT1A,0.097747062,5.679000124,1.874410202,0.061093768,0.129339467,-4.834516932,0.086825679,0.086825679
LOC100130933,-0.096614796,3.281136755,-1.222615663,0.221692305,0.347440069,-4.834588128,-0.044357795,0.044357795
PAX1,0.110841386,4.023781822,1.239830958,0.21525744,0.339839364,-4.83469314,0.051954275,0.051954275
BARHL1,-0.042266639,2.063075208,-1.203506851,0.228995202,0.356224792,-4.835632125,-0.018947114,0.018947114
HBG2,0.073636255,2.431336785,1.205028037,0.228407639,0.355529095,-4.83565453,0.033071872,0.033071872
TDH,-0.096248957,3.214786373,-1.219568385,0.222845565,0.348914809,-4.835741578,-0.044012781,0.044012781
DKFZP434H168,-0.028283219,1.978262105,-1.202147636,0.229521115,0.356765322,-4.837452399,-0.01266006,0.01266006
TMBIM6,-0.013306044,6.820771416,-2.431117053,0.015184238,0.042683353,-4.837774942,-0.01822584,0.01822584
VSNL1,0.063720238,5.463459656,1.716406216,0.086321433,0.168716831,-4.838481373,0.04924565,0.04924565
